"Site","Mark","Individual","Orientation","Altitude","Plot","ID","Site_Plot","Date","Days","Emergence","Emergence.overall"
"NU1","C04","i","N","U","C","NU1 C04 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C05","d","N","U","C","NU1 C05 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C05","i","N","U","C","NU1 C05 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C06","d","N","U","C","NU1 C06 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C06","i","N","U","C","NU1 C06 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C07","d","N","U","C","NU1 C07 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C07","i","N","U","C","NU1 C07 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C08","d","N","U","C","NU1 C08 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C08","i","N","U","C","NU1 C08 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C09","d","N","U","C","NU1 C09 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C09","i","N","U","C","NU1 C09 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C10","d","N","U","C","NU1 C10 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C10","i","N","U","C","NU1 C10 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C11","d","N","U","C","NU1 C11 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C11","i","N","U","C","NU1 C11 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C12","d","N","U","C","NU1 C12 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C12","i","N","U","C","NU1 C12 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C13","d","N","U","C","NU1 C13 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C13","i","N","U","C","NU1 C13 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C14","d","N","U","C","NU1 C14 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C14","i","N","U","C","NU1 C14 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C15","d","N","U","C","NU1 C15 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C15","i","N","U","C","NU1 C15 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C16","d","N","U","C","NU1 C16 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C16","i","N","U","C","NU1 C16 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C17","d","N","U","C","NU1 C17 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C17","i","N","U","C","NU1 C17 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C18","d","N","U","C","NU1 C18 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C18","i","N","U","C","NU1 C18 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C19","d","N","U","C","NU1 C19 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C19","i","N","U","C","NU1 C19 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","C20","d","N","U","C","NU1 C20 d","NU1 C",2019-01-15,289,0,FALSE
"NU1","C20","i","N","U","C","NU1 C20 i","NU1 C",2019-01-15,289,0,FALSE
"NU1","D01","d","N","U","D","NU1 D01 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D01","i","N","U","D","NU1 D01 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D02","d","N","U","D","NU1 D02 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D02","i","N","U","D","NU1 D02 i","NU1 D",2018-09-01,153,1,TRUE
"NU1","D03","d","N","U","D","NU1 D03 d","NU1 D",2018-08-17,138,1,TRUE
"NU1","D03","i","N","U","D","NU1 D03 i","NU1 D",2018-07-16,106,1,TRUE
"NU1","D04","d","N","U","D","NU1 D04 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D04","i","N","U","D","NU1 D04 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D05","d","N","U","D","NU1 D05 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D05","i","N","U","D","NU1 D05 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D06","d","N","U","D","NU1 D06 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D06","i","N","U","D","NU1 D06 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D07","d","N","U","D","NU1 D07 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D07","i","N","U","D","NU1 D07 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D08","d","N","U","D","NU1 D08 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D08","i","N","U","D","NU1 D08 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D09","d","N","U","D","NU1 D09 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D09","i","N","U","D","NU1 D09 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D10","d","N","U","D","NU1 D10 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D10","i","N","U","D","NU1 D10 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D11","d","N","U","D","NU1 D11 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D11","i","N","U","D","NU1 D11 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D12","d","N","U","D","NU1 D12 d","NU1 D",2018-07-16,106,1,TRUE
"NU1","D12","i","N","U","D","NU1 D12 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D13","d","N","U","D","NU1 D13 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D13","i","N","U","D","NU1 D13 i","NU1 D",2018-11-15,228,1,TRUE
"NU1","D14","d","N","U","D","NU1 D14 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D14","i","N","U","D","NU1 D14 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D15","d","N","U","D","NU1 D15 d","NU1 D",2018-11-15,228,1,TRUE
"NU1","D15","i","N","U","D","NU1 D15 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D16","d","N","U","D","NU1 D16 d","NU1 D",2018-09-01,153,1,TRUE
"NU1","D16","i","N","U","D","NU1 D16 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D17","d","N","U","D","NU1 D17 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D17","i","N","U","D","NU1 D17 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D18","d","N","U","D","NU1 D18 d","NU1 D",2018-06-29,89,1,TRUE
"NU1","D18","i","N","U","D","NU1 D18 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D19","d","N","U","D","NU1 D19 d","NU1 D",2019-01-15,289,0,FALSE
"NU1","D19","i","N","U","D","NU1 D19 i","NU1 D",2019-01-15,289,0,FALSE
"NU1","D20","d","N","U","D","NU1 D20 d","NU1 D",2018-06-29,89,1,TRUE
"NU1","D20","i","N","U","D","NU1 D20 i","NU1 D",2018-06-29,89,1,TRUE
"NU1","E01","d","N","U","E","NU1 E01 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E01","i","N","U","E","NU1 E01 i","NU1 E",2018-08-17,138,1,TRUE
"NU1","E02","d","N","U","E","NU1 E02 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E02","i","N","U","E","NU1 E02 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E03","d","N","U","E","NU1 E03 d","NU1 E",2018-08-17,138,1,TRUE
"NU1","E03","i","N","U","E","NU1 E03 i","NU1 E",2018-11-15,228,1,TRUE
"NU1","E04","d","N","U","E","NU1 E04 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E04","i","N","U","E","NU1 E04 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E05","d","N","U","E","NU1 E05 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E05","i","N","U","E","NU1 E05 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E06","d","N","U","E","NU1 E06 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E06","i","N","U","E","NU1 E06 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E07","d","N","U","E","NU1 E07 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E07","i","N","U","E","NU1 E07 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E08","d","N","U","E","NU1 E08 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E08","i","N","U","E","NU1 E08 i","NU1 E",2018-10-13,195,1,TRUE
"NU1","E09","d","N","U","E","NU1 E09 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E09","i","N","U","E","NU1 E09 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E10","d","N","U","E","NU1 E10 d","NU1 E",2018-08-17,138,1,TRUE
"NU1","E10","i","N","U","E","NU1 E10 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E11","d","N","U","E","NU1 E11 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E11","i","N","U","E","NU1 E11 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E12","d","N","U","E","NU1 E12 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E12","i","N","U","E","NU1 E12 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E13","d","N","U","E","NU1 E13 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E13","i","N","U","E","NU1 E13 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E14","d","N","U","E","NU1 E14 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E14","i","N","U","E","NU1 E14 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E15","d","N","U","E","NU1 E15 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E15","i","N","U","E","NU1 E15 i","NU1 E",2018-11-15,228,1,TRUE
"NU1","E16","d","N","U","E","NU1 E16 d","NU1 E",2018-06-29,89,1,TRUE
"NU1","E16","i","N","U","E","NU1 E16 i","NU1 E",2018-09-14,166,1,TRUE
"NU1","E17","d","N","U","E","NU1 E17 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E17","i","N","U","E","NU1 E17 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E18","d","N","U","E","NU1 E18 d","NU1 E",2018-11-15,228,1,TRUE
"NU1","E18","i","N","U","E","NU1 E18 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E19","d","N","U","E","NU1 E19 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E19","i","N","U","E","NU1 E19 i","NU1 E",2019-01-15,289,0,FALSE
"NU1","E20","d","N","U","E","NU1 E20 d","NU1 E",2019-01-15,289,0,FALSE
"NU1","E20","i","N","U","E","NU1 E20 i","NU1 E",2019-01-15,289,0,FALSE
"NU2","A01","d","N","U","A","NU2 A01 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A01","i","N","U","A","NU2 A01 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A02","d","N","U","A","NU2 A02 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A02","i","N","U","A","NU2 A02 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A03","d","N","U","A","NU2 A03 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A03","i","N","U","A","NU2 A03 i","NU2 A",2018-06-29,89,1,TRUE
"NU2","A04","d","N","U","A","NU2 A04 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A04","i","N","U","A","NU2 A04 i","NU2 A",2018-09-14,166,1,TRUE
"NU2","A05","d","N","U","A","NU2 A05 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A05","i","N","U","A","NU2 A05 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A06","d","N","U","A","NU2 A06 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A06","i","N","U","A","NU2 A06 i","NU2 A",2018-08-17,138,1,TRUE
"NU2","A07","d","N","U","A","NU2 A07 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A07","i","N","U","A","NU2 A07 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A08","d","N","U","A","NU2 A08 d","NU2 A",2018-11-15,228,1,TRUE
"NU2","A08","i","N","U","A","NU2 A08 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A09","d","N","U","A","NU2 A09 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A09","i","N","U","A","NU2 A09 i","NU2 A",2018-11-15,228,1,TRUE
"NU2","A10","d","N","U","A","NU2 A10 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A10","i","N","U","A","NU2 A10 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A11","d","N","U","A","NU2 A11 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A11","i","N","U","A","NU2 A11 i","NU2 A",2018-11-15,228,1,TRUE
"NU2","A12","d","N","U","A","NU2 A12 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A12","i","N","U","A","NU2 A12 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A13","d","N","U","A","NU2 A13 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A13","i","N","U","A","NU2 A13 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A14","d","N","U","A","NU2 A14 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A14","i","N","U","A","NU2 A14 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A15","d","N","U","A","NU2 A15 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A15","i","N","U","A","NU2 A15 i","NU2 A",2018-08-17,138,1,TRUE
"NU2","A16","d","N","U","A","NU2 A16 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A16","i","N","U","A","NU2 A16 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A17","d","N","U","A","NU2 A17 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A17","i","N","U","A","NU2 A17 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A18","d","N","U","A","NU2 A18 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A18","i","N","U","A","NU2 A18 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A19","d","N","U","A","NU2 A19 d","NU2 A",2019-01-15,289,0,FALSE
"NU2","A19","i","N","U","A","NU2 A19 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","A20","d","N","U","A","NU2 A20 d","NU2 A",2018-06-29,89,1,TRUE
"NU2","A20","i","N","U","A","NU2 A20 i","NU2 A",2019-01-15,289,0,FALSE
"NU2","B01","d","N","U","B","NU2 B01 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B01","i","N","U","B","NU2 B01 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B02","d","N","U","B","NU2 B02 d","NU2 B",2018-05-24,53,1,TRUE
"NU2","B02","i","N","U","B","NU2 B02 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B03","d","N","U","B","NU2 B03 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B03","i","N","U","B","NU2 B03 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B04","d","N","U","B","NU2 B04 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B04","i","N","U","B","NU2 B04 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B05","d","N","U","B","NU2 B05 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B05","i","N","U","B","NU2 B05 i","NU2 B",2018-06-29,89,1,TRUE
"NU2","B06","d","N","U","B","NU2 B06 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B06","i","N","U","B","NU2 B06 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B07","d","N","U","B","NU2 B07 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B07","i","N","U","B","NU2 B07 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B08","d","N","U","B","NU2 B08 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B08","i","N","U","B","NU2 B08 i","NU2 B",2018-05-24,53,1,TRUE
"NU2","B09","d","N","U","B","NU2 B09 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B09","i","N","U","B","NU2 B09 i","NU2 B",2018-06-29,89,1,TRUE
"NU2","B10","d","N","U","B","NU2 B10 d","NU2 B",2018-05-24,53,1,TRUE
"NU2","B10","i","N","U","B","NU2 B10 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B11","d","N","U","B","NU2 B11 d","NU2 B",2018-06-29,89,1,TRUE
"NU2","B11","i","N","U","B","NU2 B11 i","NU2 B",2018-06-29,89,1,TRUE
"NU2","B12","d","N","U","B","NU2 B12 d","NU2 B",2018-06-29,89,1,TRUE
"NU2","B12","i","N","U","B","NU2 B12 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B13","d","N","U","B","NU2 B13 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B13","i","N","U","B","NU2 B13 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B14","d","N","U","B","NU2 B14 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B14","i","N","U","B","NU2 B14 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B15","d","N","U","B","NU2 B15 d","NU2 B",2018-06-29,89,1,TRUE
"NU2","B15","i","N","U","B","NU2 B15 i","NU2 B",2018-06-29,89,1,TRUE
"NU2","B16","d","N","U","B","NU2 B16 d","NU2 B",2018-05-24,53,1,TRUE
"NU2","B16","i","N","U","B","NU2 B16 i","NU2 B",2018-06-29,89,1,TRUE
"NU2","B17","d","N","U","B","NU2 B17 d","NU2 B",2018-06-29,89,1,TRUE
"NU2","B17","i","N","U","B","NU2 B17 i","NU2 B",2018-05-24,53,1,TRUE
"NU2","B18","d","N","U","B","NU2 B18 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B18","i","N","U","B","NU2 B18 i","NU2 B",2018-06-29,89,1,TRUE
"NU2","B19","d","N","U","B","NU2 B19 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B19","i","N","U","B","NU2 B19 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","B20","d","N","U","B","NU2 B20 d","NU2 B",2019-01-15,289,0,FALSE
"NU2","B20","i","N","U","B","NU2 B20 i","NU2 B",2019-01-15,289,0,FALSE
"NU2","C01","d","N","U","C","NU2 C01 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C01","i","N","U","C","NU2 C01 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C02","d","N","U","C","NU2 C02 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C02","i","N","U","C","NU2 C02 i","NU2 C",2018-06-29,89,1,TRUE
"NU2","C03","d","N","U","C","NU2 C03 d","NU2 C",2018-06-29,89,1,TRUE
"NU2","C03","i","N","U","C","NU2 C03 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C04","d","N","U","C","NU2 C04 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C04","i","N","U","C","NU2 C04 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C05","d","N","U","C","NU2 C05 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C05","i","N","U","C","NU2 C05 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C06","d","N","U","C","NU2 C06 d","NU2 C",2018-06-29,89,1,TRUE
"NU2","C06","i","N","U","C","NU2 C06 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C07","d","N","U","C","NU2 C07 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C07","i","N","U","C","NU2 C07 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C08","d","N","U","C","NU2 C08 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C08","i","N","U","C","NU2 C08 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C09","d","N","U","C","NU2 C09 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C09","i","N","U","C","NU2 C09 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C10","d","N","U","C","NU2 C10 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C10","i","N","U","C","NU2 C10 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C11","d","N","U","C","NU2 C11 d","NU2 C",2018-09-14,166,1,TRUE
"NU2","C11","i","N","U","C","NU2 C11 i","NU2 C",2018-06-29,89,1,TRUE
"NU2","C12","d","N","U","C","NU2 C12 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C12","i","N","U","C","NU2 C12 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C13","d","N","U","C","NU2 C13 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C13","i","N","U","C","NU2 C13 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C14","d","N","U","C","NU2 C14 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C14","i","N","U","C","NU2 C14 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C15","d","N","U","C","NU2 C15 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C15","i","N","U","C","NU2 C15 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C16","d","N","U","C","NU2 C16 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C16","i","N","U","C","NU2 C16 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C17","d","N","U","C","NU2 C17 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C17","i","N","U","C","NU2 C17 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C18","d","N","U","C","NU2 C18 d","NU2 C",2019-01-15,289,0,FALSE
"NU2","C18","i","N","U","C","NU2 C18 i","NU2 C",2018-08-17,138,1,TRUE
"NU2","C19","d","N","U","C","NU2 C19 d","NU2 C",2018-10-13,195,1,TRUE
"NU2","C19","i","N","U","C","NU2 C19 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","C20","d","N","U","C","NU2 C20 d","NU2 C",2018-06-29,89,1,TRUE
"NU2","C20","i","N","U","C","NU2 C20 i","NU2 C",2019-01-15,289,0,FALSE
"NU2","D01","d","N","U","D","NU2 D01 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D01","i","N","U","D","NU2 D01 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D02","d","N","U","D","NU2 D02 d","NU2 D",2018-06-29,89,1,TRUE
"NU2","D02","i","N","U","D","NU2 D02 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D03","d","N","U","D","NU2 D03 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D03","i","N","U","D","NU2 D03 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D04","d","N","U","D","NU2 D04 d","NU2 D",2018-05-24,53,1,TRUE
"NU2","D04","i","N","U","D","NU2 D04 i","NU2 D",2018-06-29,89,1,TRUE
"NU2","D05","d","N","U","D","NU2 D05 d","NU2 D",2018-05-24,53,1,TRUE
"NU2","D05","i","N","U","D","NU2 D05 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D06","d","N","U","D","NU2 D06 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D06","i","N","U","D","NU2 D06 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D07","d","N","U","D","NU2 D07 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D07","i","N","U","D","NU2 D07 i","NU2 D",2018-06-29,89,1,TRUE
"NU2","D08","d","N","U","D","NU2 D08 d","NU2 D",2018-08-17,138,1,TRUE
"NU2","D08","i","N","U","D","NU2 D08 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D09","d","N","U","D","NU2 D09 d","NU2 D",2018-06-29,89,1,TRUE
"NU2","D09","i","N","U","D","NU2 D09 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D10","d","N","U","D","NU2 D10 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D10","i","N","U","D","NU2 D10 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D11","d","N","U","D","NU2 D11 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D11","i","N","U","D","NU2 D11 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D12","d","N","U","D","NU2 D12 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D12","i","N","U","D","NU2 D12 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D13","d","N","U","D","NU2 D13 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D13","i","N","U","D","NU2 D13 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D14","d","N","U","D","NU2 D14 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D14","i","N","U","D","NU2 D14 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D15","d","N","U","D","NU2 D15 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D15","i","N","U","D","NU2 D15 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D16","d","N","U","D","NU2 D16 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D16","i","N","U","D","NU2 D16 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D17","d","N","U","D","NU2 D17 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D17","i","N","U","D","NU2 D17 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D18","d","N","U","D","NU2 D18 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D18","i","N","U","D","NU2 D18 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D19","d","N","U","D","NU2 D19 d","NU2 D",2018-06-29,89,1,TRUE
"NU2","D19","i","N","U","D","NU2 D19 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","D20","d","N","U","D","NU2 D20 d","NU2 D",2019-01-15,289,0,FALSE
"NU2","D20","i","N","U","D","NU2 D20 i","NU2 D",2019-01-15,289,0,FALSE
"NU2","E01","d","N","U","E","NU2 E01 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E01","i","N","U","E","NU2 E01 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E02","d","N","U","E","NU2 E02 d","NU2 E",2018-06-29,89,1,TRUE
"NU2","E02","i","N","U","E","NU2 E02 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E03","d","N","U","E","NU2 E03 d","NU2 E",2018-06-29,89,1,TRUE
"NU2","E03","i","N","U","E","NU2 E03 i","NU2 E",2018-06-29,89,1,TRUE
"NU2","E04","d","N","U","E","NU2 E04 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E04","i","N","U","E","NU2 E04 i","NU2 E",2018-05-24,53,1,TRUE
"NU2","E05","d","N","U","E","NU2 E05 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E05","i","N","U","E","NU2 E05 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E06","d","N","U","E","NU2 E06 d","NU2 E",2018-06-29,89,1,TRUE
"NU2","E06","i","N","U","E","NU2 E06 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E07","d","N","U","E","NU2 E07 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E07","i","N","U","E","NU2 E07 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E08","d","N","U","E","NU2 E08 d","NU2 E",2018-05-24,53,1,TRUE
"NU2","E08","i","N","U","E","NU2 E08 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E09","d","N","U","E","NU2 E09 d","NU2 E",2018-05-24,53,1,TRUE
"NU2","E09","i","N","U","E","NU2 E09 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E10","d","N","U","E","NU2 E10 d","NU2 E",2018-06-29,89,1,TRUE
"NU2","E10","i","N","U","E","NU2 E10 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E11","d","N","U","E","NU2 E11 d","NU2 E",2019-01-15,289,0,FALSE
"NU2","E11","i","N","U","E","NU2 E11 i","NU2 E",2019-01-15,289,0,FALSE
"NU2","E12","d","N","U","E","NU2 E12 d","NU2 E",2019-01-15,289,0,FALSE
